user_id,device,location,traffic_source,customer_type
U000071,Desktop,Ahmedabad,Direct,New
U000072,Mobile,Mumbai,YouTube,Returning
U000073,Mobile,Chennai,YouTube,New
U000074,Desktop,Delhi,YouTube,New
U000075,Desktop,Delhi,Facebook,New
U000076,Desktop,Delhi,Paid Ads,New
U000077,Desktop,Hyderabad,Email,New
U000078,Mobile,Delhi,Facebook,Returning
U000079,Mobile,Bangalore,Referral,Returning
U000080,Mobile,Ahmedabad,Paid Ads,New
U000081,Desktop,Mumbai,Direct,New
U000082,Desktop,Ahmedabad,YouTube,New
U000083,Mobile,Ahmedabad,Google,New
U000084,Mobile,Bangalore,Paid Ads,New
U000085,Mobile,Kolkata,Referral,Returning
U000086,Mobile,Pune,Paid Ads,New
U000087,Desktop,Kolkata,Google,New
U000088,Desktop,Kolkata,Paid Ads,New
U000089,Desktop,Bangalore,Paid Ads,New
U000090,Mobile,Bangalore,Facebook,Returning
U000091,Mobile,Bangalore,Google,New
U000092,Desktop,Hyderabad,Email,New
U000093,Desktop,Mumbai,Email,New
U000094,Mobile,Chennai,YouTube,Returning
U000095,Desktop,Kolkata,Instagram,Returning
U000096,Mobile,Delhi,Google,New
U000097,Mobile,Bangalore,YouTube,New
U000098,Mobile,Ahmedabad,Instagram,New
U000099,Mobile,Kolkata,Google,New
U000100,Mobile,Chennai,Google,New
U000101,Mobile,Pune,Direct,New
U000102,Desktop,Chennai,Referral,New
U000103,Mobile,Mumbai,Direct,New
U000104,Mobile,Mumbai,Google,New
U000105,Desktop,Bangalore,Google,Returning
U000106,Mobile,Chennai,Instagram,New
U000107,Mobile,Mumbai,Paid Ads,New
U000108,Desktop,Mumbai,Instagram,Returning
U000109,Mobile,Ahmedabad,Paid Ads,New
U000110,Mobile,Chennai,Email,New
U000111,Mobile,Mumbai,Google,New
U000112,Mobile,Ahmedabad,Facebook,New
U000113,Desktop,Mumbai,Referral,New
U000114,Desktop,Pune,Google,New
U000115,Desktop,Pune,Email,Returning
U000116,Desktop,Pune,Instagram,New
U000117,Desktop,Delhi,Instagram,New
U000118,Mobile,Pune,YouTube,New
U000119,Desktop,Delhi,Direct,Returning
U000120,Mobile,Bangalore,Direct,New
U000121,Desktop,Ahmedabad,Google,New
U000122,Desktop,Mumbai,Instagram,New
U000123,Mobile,Ahmedabad,Instagram,Returning
U000124,Mobile,Kolkata,Referral,New
U000125,Mobile,Pune,Facebook,New
U000126,Mobile,Bangalore,Instagram,New
U000127,Desktop,Mumbai,Referral,New
U000128,Desktop,Bangalore,Paid Ads,Returning
U000129,Mobile,Chennai,Instagram,New
U000130,Mobile,Hyderabad,Paid Ads,New
U000131,Mobile,Mumbai,YouTube,New
U000132,Mobile,Ahmedabad,Google,New
U000133,Mobile,Mumbai,Instagram,Returning
U000134,Mobile,Delhi,YouTube,Returning
U000135,Desktop,Chennai,Referral,New
U000136,Mobile,Kolkata,Direct,Returning
U000137,Mobile,Chennai,Google,Returning
U000138,Desktop,Mumbai,Facebook,New
U000139,Mobile,Bangalore,Google,New
U000140,Tablet,Kolkata,Referral,New
U000141,Tablet,Kolkata,Google,New
U000142,Mobile,Kolkata,Instagram,Returning
U000143,Mobile,Hyderabad,Direct,New
U000144,Mobile,Ahmedabad,Google,New
U000145,Mobile,Hyderabad,Direct,Returning
U000146,Mobile,Pune,Email,Returning
U000147,Desktop,Pune,Facebook,New
U000148,Mobile,Bangalore,Google,New
U000149,Mobile,Pune,Instagram,New
U000150,Mobile,Hyderabad,Google,Returning
U000151,Desktop,Hyderabad,Google,New
U000152,Mobile,Delhi,Instagram,New
U000153,Mobile,Ahmedabad,Paid Ads,New
U000154,Mobile,Mumbai,Facebook,Returning
U000155,Tablet,Kolkata,Email,New
U000156,Mobile,Kolkata,Paid Ads,New
U000157,Desktop,Kolkata,Facebook,New
U000158,Desktop,Mumbai,Email,New
U000159,Mobile,Pune,Google,New
U000160,Desktop,Ahmedabad,Google,Returning
U000161,Mobile,Bangalore,Email,New
U000162,Desktop,Ahmedabad,Google,New
U000163,Desktop,Kolkata,Google,New
U000164,Mobile,Mumbai,Google,Returning
U000165,Mobile,Chennai,Instagram,Returning
U000166,Desktop,Mumbai,Google,New
U000167,Mobile,Ahmedabad,Instagram,New
U000168,Mobile,Hyderabad,Direct,New
U000169,Mobile,Pune,Facebook,New
U000170,Mobile,Bangalore,Email,New
U000171,Desktop,Delhi,Direct,New
U000172,Mobile,Bangalore,Instagram,Returning
U000173,Mobile,Kolkata,Paid Ads,Returning
U000174,Mobile,Kolkata,Referral,New
U000175,Desktop,Pune,Facebook,Returning
U000176,Mobile,Bangalore,Referral,New
U000177,Desktop,Chennai,Instagram,New
U000178,Mobile,Mumbai,Direct,New
U000179,Desktop,Chennai,Paid Ads,New
U000180,Mobile,Bangalore,Instagram,New
U000181,Mobile,Pune,YouTube,New
U000182,Mobile,Bangalore,Instagram,New
U000183,Desktop,Pune,Facebook,New
U000184,Desktop,Kolkata,Instagram,Returning
U000185,Mobile,Mumbai,Facebook,Returning
U000186,Desktop,Hyderabad,Email,Returning
U000187,Desktop,Bangalore,Instagram,New
U000188,Mobile,Ahmedabad,Instagram,Returning
U000189,Mobile,Ahmedabad,Instagram,Returning
U000190,Mobile,Chennai,Instagram,New
U000191,Mobile,Mumbai,Google,New
U000192,Desktop,Hyderabad,Paid Ads,Returning
U000193,Desktop,Mumbai,Paid Ads,Returning
U000194,Desktop,Hyderabad,Instagram,Returning
U000195,Mobile,Hyderabad,Email,Returning
U000196,Mobile,Ahmedabad,Instagram,New
U000197,Desktop,Delhi,Email,Returning
U000198,Desktop,Ahmedabad,Instagram,New
U000199,Desktop,Hyderabad,Google,New
U000200,Desktop,Chennai,Google,Returning
U000201,Desktop,Ahmedabad,YouTube,Returning
U000202,Mobile,Kolkata,Instagram,New
U000203,Mobile,Hyderabad,Facebook,New
U000204,Desktop,Chennai,Paid Ads,New
U000205,Desktop,Kolkata,Google,New
U000206,Mobile,Kolkata,Referral,New
U000207,Mobile,Kolkata,Facebook,New
U000208,Desktop,Mumbai,Google,Returning
U000209,Mobile,Pune,Instagram,New
U000210,Mobile,Ahmedabad,Paid Ads,New
U000211,Mobile,Hyderabad,Instagram,New
U000212,Desktop,Hyderabad,Google,New
U000213,Desktop,Pune,Email,New
U000214,Mobile,Hyderabad,Google,Returning
U000215,Desktop,Bangalore,Paid Ads,New
U000216,Mobile,Ahmedabad,Instagram,Returning
U000217,Mobile,Ahmedabad,Email,New
U000218,Desktop,Bangalore,Referral,New
U000219,Desktop,Ahmedabad,Paid Ads,New
U000220,Desktop,Mumbai,Paid Ads,New
U000221,Desktop,Chennai,Google,New
U000222,Mobile,Delhi,Instagram,New
U000223,Mobile,Ahmedabad,Email,New
U000224,Mobile,Kolkata,Google,New
U000225,Mobile,Bangalore,Facebook,New
U000226,Mobile,Bangalore,Paid Ads,Returning
U000227,Tablet,Ahmedabad,Google,New
U000228,Mobile,Kolkata,Facebook,New
U000229,Desktop,Hyderabad,Google,Returning
U000230,Desktop,Hyderabad,Email,New
U000231,Desktop,Ahmedabad,Email,New
U000232,Mobile,Bangalore,Referral,New
U000233,Mobile,Bangalore,Referral,New
U000234,Mobile,Chennai,Instagram,New
U000235,Mobile,Hyderabad,Referral,New
U000236,Desktop,Ahmedabad,Paid Ads,Returning
U000237,Mobile,Ahmedabad,Paid Ads,New
U000238,Mobile,Ahmedabad,Referral,New
U000239,Desktop,Pune,YouTube,New
U000240,Mobile,Bangalore,Email,New
U000241,Desktop,Delhi,Direct,New
U000242,Tablet,Pune,Google,New
U000243,Desktop,Delhi,Paid Ads,Returning
U000244,Mobile,Delhi,Instagram,Returning
U000245,Mobile,Mumbai,YouTube,New
U000246,Desktop,Hyderabad,YouTube,Returning
U000247,Mobile,Ahmedabad,Referral,New
U000248,Tablet,Delhi,Facebook,Returning
U000249,Tablet,Kolkata,Facebook,New
U000250,Desktop,Bangalore,Instagram,New
U000251,Mobile,Bangalore,Paid Ads,Returning
U000252,Mobile,Pune,Referral,New
U000253,Desktop,Bangalore,Facebook,Returning
U000254,Mobile,Bangalore,Facebook,New
U000255,Mobile,Chennai,Google,Returning
U000256,Mobile,Mumbai,YouTube,New
U000257,Desktop,Delhi,Instagram,New
U000258,Desktop,Hyderabad,Facebook,Returning
U000259,Mobile,Pune,Google,New
U000260,Mobile,Mumbai,Email,Returning
U000261,Desktop,Delhi,Facebook,Returning
U000262,Tablet,Kolkata,Paid Ads,New
U000263,Mobile,Delhi,Facebook,New
U000264,Mobile,Bangalore,Direct,New
U000265,Desktop,Kolkata,Email,New
U000266,Desktop,Ahmedabad,Paid Ads,New
U000267,Desktop,Ahmedabad,Referral,Returning
U000268,Desktop,Bangalore,Referral,Returning
U000269,Mobile,Kolkata,Paid Ads,New
U000270,Mobile,Pune,Google,New
U000271,Desktop,Hyderabad,Instagram,Returning
U000272,Desktop,Bangalore,Google,New
U000273,Desktop,Hyderabad,Referral,New
U000274,Desktop,Bangalore,Direct,New
U000275,Mobile,Hyderabad,Paid Ads,New
U000276,Mobile,Ahmedabad,Direct,New
U000277,Desktop,Bangalore,Google,New
U000278,Desktop,Ahmedabad,Instagram,New
U000279,Desktop,Ahmedabad,Google,New
U000280,Desktop,Chennai,Google,New
U000281,Desktop,Bangalore,Instagram,New
U000282,Mobile,Chennai,YouTube,New
U000283,Mobile,Bangalore,Referral,New
U000284,Mobile,Bangalore,Email,New
U000285,Mobile,Hyderabad,Google,New
U000286,Mobile,Mumbai,Facebook,New
U000287,Mobile,Pune,Instagram,New
U000288,Mobile,Ahmedabad,Email,New
U000289,Mobile,Ahmedabad,Email,Returning
U000290,Mobile,Mumbai,Instagram,Returning
U000291,Mobile,Ahmedabad,Google,Returning
U000292,Mobile,Hyderabad,Direct,New
U000293,Desktop,Ahmedabad,Instagram,Returning
U000294,Mobile,Kolkata,Paid Ads,New
U000295,Mobile,Pune,Facebook,Returning
U000296,Mobile,Bangalore,Google,Returning
U000297,Desktop,Mumbai,YouTube,New
U000298,Mobile,Pune,YouTube,New
U000299,Desktop,Mumbai,Instagram,New
U000300,Mobile,Hyderabad,Google,Returning
U000301,Mobile,Kolkata,Email,Returning
U000302,Mobile,Pune,Instagram,Returning
U000303,Mobile,Bangalore,Google,New
U000304,Desktop,Delhi,Paid Ads,New
U000305,Desktop,Bangalore,Google,New
U000306,Tablet,Delhi,Google,New
U000307,Mobile,Bangalore,Google,New
U000308,Mobile,Hyderabad,Instagram,New
U000309,Desktop,Pune,Instagram,New
U000310,Mobile,Mumbai,Google,New
U000311,Mobile,Chennai,Direct,New
U000312,Mobile,Bangalore,Direct,New
U000313,Mobile,Kolkata,Google,New
U000314,Tablet,Delhi,Google,Returning
U000315,Desktop,Pune,Direct,New
U000316,Desktop,Chennai,YouTube,Returning
U000317,Mobile,Mumbai,Instagram,New
U000318,Mobile,Delhi,Direct,New
U000319,Mobile,Delhi,Direct,New
U000320,Mobile,Chennai,Direct,New
U000321,Mobile,Pune,Google,Returning
U000322,Desktop,Kolkata,Direct,New
U000323,Desktop,Hyderabad,Facebook,New
U000324,Mobile,Hyderabad,Instagram,New
U000325,Tablet,Hyderabad,Facebook,Returning
U000326,Desktop,Chennai,Instagram,Returning
U000327,Mobile,Pune,Referral,New
U000328,Desktop,Delhi,YouTube,Returning
U000329,Mobile,Kolkata,Direct,New
U000330,Mobile,Pune,Google,New
U000331,Mobile,Hyderabad,Instagram,Returning
U000332,Desktop,Kolkata,Direct,New
U000333,Mobile,Bangalore,Instagram,Returning
U000334,Mobile,Pune,YouTube,New
U000335,Mobile,Bangalore,Instagram,New
U000336,Mobile,Ahmedabad,Instagram,New
U000337,Desktop,Hyderabad,Instagram,New
U000338,Desktop,Pune,Instagram,New
U000339,Mobile,Pune,Direct,New
U000340,Mobile,Bangalore,Google,New
U000341,Mobile,Mumbai,Instagram,New
U000342,Mobile,Kolkata,Paid Ads,New
U000343,Mobile,Bangalore,Instagram,New
U000344,Mobile,Hyderabad,Instagram,New
U000345,Mobile,Bangalore,Direct,New
U000346,Desktop,Chennai,Direct,New
U000347,Desktop,Mumbai,Google,New
U000348,Mobile,Hyderabad,Google,New
U000349,Mobile,Chennai,Facebook,Returning
U000350,Desktop,Kolkata,Facebook,New
U000351,Mobile,Pune,Google,New
U000352,Desktop,Pune,Instagram,New
U000353,Desktop,Ahmedabad,Direct,New
U000354,Mobile,Mumbai,Facebook,Returning
U000355,Mobile,Chennai,Direct,New
U000356,Desktop,Hyderabad,Direct,New
U000357,Mobile,Ahmedabad,Instagram,New
U000358,Mobile,Hyderabad,Referral,New
U000359,Desktop,Pune,Email,Returning
U000360,Mobile,Ahmedabad,Google,New
U000361,Mobile,Bangalore,Google,New
U000362,Desktop,Bangalore,Instagram,New
U000363,Mobile,Kolkata,Google,New
U000364,Mobile,Kolkata,Direct,New
U000365,Desktop,Hyderabad,Direct,New
U000366,Mobile,Mumbai,Referral,Returning
U000367,Tablet,Ahmedabad,Facebook,New
U000368,Desktop,Mumbai,Instagram,New
U000369,Mobile,Ahmedabad,Email,Returning
U000370,Mobile,Kolkata,Direct,New
U000371,Mobile,Ahmedabad,Direct,New
U000372,Mobile,Chennai,YouTube,New
U000373,Mobile,Ahmedabad,Instagram,New
U000374,Desktop,Pune,Google,New
U000375,Mobile,Kolkata,Facebook,New
U000376,Mobile,Ahmedabad,Instagram,New
U000377,Desktop,Delhi,Paid Ads,New
U000378,Mobile,Chennai,Paid Ads,New
U000379,Desktop,Ahmedabad,Google,Returning
U000380,Mobile,Mumbai,Paid Ads,New
U000381,Mobile,Kolkata,Facebook,New
U000382,Desktop,Chennai,Direct,New
U000383,Desktop,Delhi,Google,Returning
U000384,Desktop,Bangalore,Referral,New
U000385,Desktop,Pune,Google,New
U000386,Desktop,Bangalore,Direct,New
U000387,Mobile,Ahmedabad,Direct,Returning
U000388,Mobile,Ahmedabad,Google,Returning
U000389,Desktop,Mumbai,Email,Returning
U000390,Desktop,Bangalore,Email,New
U000391,Tablet,Hyderabad,Direct,New
U000392,Mobile,Bangalore,Email,New
U000393,Mobile,Kolkata,Google,New
U000394,Desktop,Delhi,Facebook,New
U000395,Mobile,Delhi,Referral,New
U000396,Desktop,Bangalore,Email,Returning
U000397,Desktop,Mumbai,Google,Returning
U000398,Mobile,Ahmedabad,Google,Returning
U000399,Desktop,Kolkata,Instagram,New
U000400,Desktop,Delhi,YouTube,Returning
U000401,Mobile,Chennai,Instagram,New
U000402,Desktop,Pune,Google,Returning
U000403,Mobile,Hyderabad,Email,New
U000404,Desktop,Mumbai,Referral,Returning
U000405,Mobile,Pune,Email,New
U000406,Desktop,Mumbai,Google,New
U000407,Mobile,Kolkata,Google,Returning
U000408,Mobile,Delhi,Email,New
U000409,Desktop,Mumbai,Paid Ads,Returning
U000410,Mobile,Kolkata,Google,New
U000411,Mobile,Pune,Email,New
U000412,Tablet,Kolkata,Facebook,New
U000413,Tablet,Chennai,Referral,Returning
U000414,Mobile,Chennai,Google,New
U000415,Desktop,Mumbai,Facebook,New
U000416,Mobile,Chennai,Instagram,Returning
U000417,Mobile,Delhi,Instagram,New
U000418,Mobile,Bangalore,Direct,New
U000419,Desktop,Pune,Instagram,New
U000420,Desktop,Chennai,Instagram,New
U000421,Desktop,Bangalore,Paid Ads,New
U000422,Desktop,Delhi,Direct,New
U000423,Mobile,Ahmedabad,Email,New
U000424,Mobile,Pune,Instagram,New
U000425,Mobile,Bangalore,Email,New
U000426,Mobile,Pune,Google,New
U000427,Mobile,Kolkata,Email,New
U000428,Desktop,Hyderabad,Instagram,New
U000429,Mobile,Bangalore,Google,New
U000430,Mobile,Bangalore,Direct,New
U000431,Mobile,Ahmedabad,Referral,New
U000432,Desktop,Hyderabad,Referral,Returning
U000433,Desktop,Delhi,Google,New
U000434,Mobile,Kolkata,Google,New
U000435,Mobile,Hyderabad,Paid Ads,Returning
U000436,Desktop,Kolkata,Facebook,Returning
U000437,Mobile,Pune,Direct,New
U000438,Desktop,Pune,Instagram,New
U000439,Desktop,Pune,Instagram,New
U000440,Mobile,Delhi,Paid Ads,New
U000441,Mobile,Hyderabad,Instagram,New
U000442,Tablet,Ahmedabad,Email,Returning
U000443,Mobile,Ahmedabad,Instagram,New
U000444,Mobile,Mumbai,Paid Ads,New
U000445,Desktop,Bangalore,Referral,New
U000446,Desktop,Ahmedabad,Instagram,New
U000447,Tablet,Hyderabad,Facebook,New
U000448,Desktop,Pune,YouTube,New
U000449,Mobile,Hyderabad,Google,New
U000450,Mobile,Hyderabad,Instagram,New
U000451,Desktop,Delhi,Email,New
U000452,Mobile,Bangalore,Google,Returning
U000453,Mobile,Delhi,Instagram,New
U000454,Desktop,Chennai,Email,New
U000455,Mobile,Delhi,Instagram,New
U000456,Mobile,Kolkata,Instagram,Returning
U000457,Mobile,Pune,Instagram,New
U000458,Mobile,Delhi,Referral,New
U000459,Mobile,Bangalore,Direct,New
U000460,Mobile,Pune,Direct,New
U000461,Mobile,Delhi,Referral,New
U000462,Desktop,Ahmedabad,Google,New
U000463,Desktop,Ahmedabad,Email,New
U000464,Mobile,Pune,Facebook,New
U000465,Tablet,Hyderabad,Instagram,New
U000466,Mobile,Bangalore,Instagram,Returning
U000467,Mobile,Mumbai,YouTube,New
U000468,Desktop,Mumbai,Facebook,New
U000469,Mobile,Mumbai,Google,New
U000470,Tablet,Hyderabad,YouTube,New
U000471,Mobile,Kolkata,Google,Returning
U000472,Tablet,Delhi,Instagram,Returning
U000473,Mobile,Chennai,Direct,New
U000474,Desktop,Kolkata,Instagram,New
U000475,Mobile,Hyderabad,Paid Ads,Returning
U000476,Tablet,Mumbai,Referral,New
U000477,Mobile,Kolkata,Facebook,New
U000478,Mobile,Delhi,Paid Ads,New
U000479,Tablet,Hyderabad,Google,New
U000480,Mobile,Delhi,Google,New
U000481,Desktop,Mumbai,Referral,New
U000482,Desktop,Bangalore,Referral,New
U000483,Mobile,Ahmedabad,Direct,New
U000484,Desktop,Mumbai,Direct,New
U000485,Mobile,Chennai,YouTube,New
U000486,Desktop,Mumbai,Google,New
U000487,Mobile,Pune,Paid Ads,New
U000488,Mobile,Ahmedabad,Google,New
U000489,Tablet,Kolkata,Google,New
U000490,Desktop,Chennai,Direct,Returning
U000491,Mobile,Delhi,Google,New
U000492,Desktop,Kolkata,Facebook,New
U000493,Mobile,Ahmedabad,Instagram,New
U000494,Mobile,Pune,Instagram,New
U000495,Mobile,Kolkata,Facebook,Returning
U000496,Mobile,Ahmedabad,Google,New
U000497,Mobile,Kolkata,Referral,New
U000498,Mobile,Hyderabad,Instagram,New
U000499,Tablet,Hyderabad,Facebook,New
U000500,Tablet,Mumbai,Google,New
U000501,Desktop,Kolkata,Google,New
U000502,Mobile,Chennai,Email,New
U000503,Mobile,Pune,Facebook,New
U000504,Desktop,Kolkata,Facebook,New
U000505,Desktop,Pune,Email,New
U000506,Mobile,Bangalore,Referral,New
U000507,Desktop,Bangalore,Instagram,New
U000508,Desktop,Kolkata,Google,Returning
U000509,Desktop,Mumbai,Facebook,New
U000510,Desktop,Kolkata,YouTube,New
U000511,Desktop,Ahmedabad,Google,Returning
U000512,Mobile,Chennai,Google,New
U000513,Desktop,Chennai,Referral,Returning
U000514,Desktop,Hyderabad,Google,Returning
U000515,Mobile,Bangalore,Direct,New
U000516,Mobile,Pune,Direct,Returning
U000517,Mobile,Kolkata,Paid Ads,New
U000518,Desktop,Ahmedabad,Instagram,New
U000519,Tablet,Pune,Instagram,Returning
U000520,Mobile,Mumbai,YouTube,New
U000521,Mobile,Kolkata,Facebook,New
U000522,Mobile,Delhi,Email,New
U000523,Tablet,Delhi,Direct,New
U000524,Desktop,Hyderabad,Google,New
U000525,Desktop,Chennai,Email,Returning
U000526,Mobile,Chennai,Direct,New
U000527,Mobile,Mumbai,Facebook,New
U000528,Mobile,Kolkata,Paid Ads,New
U000529,Mobile,Bangalore,Facebook,New
U000530,Desktop,Ahmedabad,Direct,New
U000531,Desktop,Hyderabad,Google,New
U000532,Tablet,Ahmedabad,Paid Ads,New
U000533,Tablet,Bangalore,Facebook,New
U000534,Mobile,Chennai,Google,New
U000535,Desktop,Mumbai,Google,Returning
U000536,Desktop,Hyderabad,Facebook,New
U000537,Desktop,Chennai,Google,New
U000538,Mobile,Chennai,Instagram,New
U000539,Mobile,Kolkata,Google,New
U000540,Mobile,Hyderabad,Paid Ads,New
U000541,Tablet,Bangalore,Facebook,Returning
U000542,Desktop,Ahmedabad,Referral,Returning
U000543,Mobile,Delhi,Direct,New
U000544,Desktop,Ahmedabad,Direct,New
U000545,Desktop,Delhi,Referral,New
U000546,Mobile,Bangalore,Google,New
U000547,Mobile,Pune,Direct,New
U000548,Desktop,Pune,Direct,New
U000549,Mobile,Hyderabad,Facebook,Returning
U000550,Desktop,Bangalore,YouTube,New
U000551,Mobile,Delhi,Referral,New
U000552,Desktop,Mumbai,Paid Ads,Returning
U000553,Mobile,Pune,Facebook,Returning
U000554,Mobile,Mumbai,Instagram,New
U000555,Desktop,Delhi,Google,New
U000556,Mobile,Bangalore,Instagram,Returning
U000557,Mobile,Pune,Instagram,New
U000558,Mobile,Hyderabad,Google,New
U000559,Desktop,Mumbai,Referral,New
U000560,Desktop,Chennai,Referral,New
U000561,Desktop,Kolkata,Google,New
U000562,Mobile,Chennai,Referral,Returning
U000563,Mobile,Chennai,Email,New
U000564,Mobile,Pune,Instagram,New
U000565,Mobile,Delhi,Google,Returning
U000566,Mobile,Pune,Referral,New
U000567,Mobile,Kolkata,Referral,Returning
U000568,Mobile,Pune,YouTube,New
U000569,Desktop,Bangalore,Paid Ads,New
U000570,Mobile,Bangalore,Email,Returning
U000571,Mobile,Ahmedabad,Facebook,New
U000572,Desktop,Hyderabad,Google,New
U000573,Mobile,Ahmedabad,Google,New
U000574,Desktop,Ahmedabad,Instagram,New
U000575,Desktop,Kolkata,Paid Ads,Returning
U000576,Desktop,Bangalore,Instagram,Returning
U000577,Mobile,Chennai,Paid Ads,New
U000578,Desktop,Kolkata,Direct,New
U000579,Mobile,Ahmedabad,YouTube,New
U000580,Mobile,Ahmedabad,Facebook,Returning
U000581,Mobile,Delhi,Instagram,Returning
U000582,Tablet,Hyderabad,Email,Returning
U000583,Mobile,Mumbai,Paid Ads,New
U000584,Mobile,Kolkata,Paid Ads,New
U000585,Desktop,Hyderabad,Instagram,New
U000586,Mobile,Bangalore,Paid Ads,New
U000587,Mobile,Hyderabad,Direct,New
U000588,Mobile,Kolkata,Email,New
U000589,Mobile,Hyderabad,Google,New
U000590,Mobile,Kolkata,Direct,New
U000591,Mobile,Pune,Google,Returning
U000592,Desktop,Kolkata,Facebook,New
U000593,Mobile,Chennai,Direct,Returning
U000594,Mobile,Pune,Google,New
U000595,Desktop,Pune,Paid Ads,Returning
U000596,Mobile,Ahmedabad,Paid Ads,New
U000597,Desktop,Hyderabad,Email,New
U000598,Mobile,Bangalore,Direct,New
U000599,Mobile,Delhi,Facebook,Returning
U000600,Mobile,Delhi,Instagram,Returning
U000601,Mobile,Mumbai,Direct,Returning
U000602,Mobile,Ahmedabad,Google,New
U000603,Mobile,Delhi,YouTube,New
U000604,Mobile,Bangalore,YouTube,New
U000605,Mobile,Delhi,Direct,New
U000606,Mobile,Kolkata,Referral,New
U000607,Mobile,Ahmedabad,Email,Returning
U000608,Mobile,Hyderabad,Paid Ads,New
U000609,Mobile,Kolkata,Facebook,New
U000610,Desktop,Hyderabad,Referral,New
U000611,Mobile,Ahmedabad,Google,Returning
U000612,Desktop,Pune,Google,New
U000613,Desktop,Ahmedabad,Email,New
U000614,Mobile,Ahmedabad,Google,New
U000615,Desktop,Mumbai,Paid Ads,Returning
U000616,Desktop,Delhi,Google,New
U000617,Mobile,Hyderabad,YouTube,New
U000618,Mobile,Chennai,Referral,New
U000619,Desktop,Kolkata,Email,Returning
U000620,Desktop,Delhi,Facebook,Returning
U000621,Mobile,Pune,YouTube,New
U000622,Mobile,Mumbai,Google,New
U000623,Mobile,Pune,Facebook,New
U000624,Mobile,Delhi,Paid Ads,New
U000625,Desktop,Chennai,Google,New
U000626,Mobile,Delhi,Email,New
U000627,Mobile,Kolkata,Email,New
U000628,Desktop,Pune,Paid Ads,Returning
U000629,Mobile,Chennai,Google,New
U000630,Mobile,Bangalore,Direct,Returning
U000631,Desktop,Pune,Referral,New
U000632,Desktop,Hyderabad,Google,New
U000633,Mobile,Kolkata,Instagram,New
U000634,Mobile,Bangalore,YouTube,New
U000635,Mobile,Bangalore,Google,Returning
U000636,Mobile,Ahmedabad,Google,New
U000637,Mobile,Delhi,Google,New
U000638,Mobile,Kolkata,Google,Returning
U000639,Mobile,Chennai,YouTube,New
U000640,Mobile,Kolkata,YouTube,New
